B B
C1CCCCOCCSNCCC1 C1CCCCOC[CH2:1]SNCCC1
C1CCCCOCCSNCCC1 C1CCCCO[CH2:1]CSNCCC1
C1CCCCOCCSNCCC1 C1CCCCO[CH2:1][CH2:1]SNCCC1
C1CCCCOCNCCCOCCC1 C1CCCCOCN[CH2:1]CCOCCC1
C1CCCCOCNCCCOCCC1 C1CCCCOC[CH2:1]CNCOCCC1
C1CCCCOCNCCCOCCC1 C1CCCCO[CH2:1]CCNCOCCC1
C1CCCCOCNCCCOCCC1 C1CCCCO[CH2:1]NCCCOCCC1
C1CCCCOCNCCCOCCC1 C1CCCCO[CH2:1][CH2:1]CNCOCCC1
C1CCCCOCNCCCOCCC1 C1CCCCO[CH2:1][NH:1][CH2:1]CCOCCC1
C1CCCCOCNCCNCCOCNCCC1 C1CCCCOCNCCNC[CH2:1]OCNCCC1
C1CCCCOCNCCNCCOCNCCC1 C1CCCCOCNCC[NH:1]CCOCNCCC1
C1CCCCOCNCCNCCOCNCCC1 C1CCCCOCNCC[NH:1][CH2:1][CH2:1]OCNCCC1
C1CCCCOCOCCCC1 C1CCOCOCCC[CH2:1]CC1
C1CCCCOOCOOCCC1 C1CCCCOO[CH2:1]OOCCC1
C1CCCC[NH2+]CCCC1 C1CCCC[NH2+:1]CCCC1
C1CCCNCC1 C1CCC[NH:1]CC1
C1CCCNCC1 C1CCN[CH2:1]CC1
C1CCCNCC1 C1CC[CH2:1]CNC1
C1CCCNCC1 C1CC[CH2:1][CH2:1]NC1
C1CCCNCC1 C1CC[CH2:1][NH:1]CC1
C1CCCNCC1 C1CC[CH2:1][NH:1][CH2:1]C1
C1CCCNCC1 C1CC[NH:1][CH2:1][CH2:1]C1
C1CCCNCC1 C1CNCC[CH2:1]C1
C1CCCNCC1 C1CNC[CH2:1][CH2:1]C1
C1CCCNCC1 C1CN[CH2:1][CH2:1][CH2:1]C1
C1CCCNCC1 C1C[CH2:1][CH2:1]CCN1
C1CCCNCC1 C1C[CH2:1][CH2:1][CH2:1]CN1
C1CCCNCC1 C1C[CH2:1][CH2:1][CH2:1][NH:1]C1
C1CCCNCC1 C1C[CH2:1][CH2:1][NH:1][CH2:1]C1
C1CCCNCC1 C1NC[CH2:1][CH2:1][CH2:1][CH2:1]1
C1CCCNCC1 C1[CH2:1][CH2:1][CH2:1][CH2:1][NH:1][CH2:1]1
C1CCCNCCC1 C1CCC[CH2:1]NCC1
C1CCCNCCC1 C1CCC[NH:1]CCC1
C1CCCNCCC1 C1CCC[NH:1][CH2:1]CC1
C1CCCNCCC1 C1CCNC[CH2:1]CC1
C1CCCNCCC1 C1CCN[CH2:1][CH2:1]CC1
C1CCCNCCC1 C1CC[CH2:1]CCNC1
C1CCCNCCC1 C1CC[CH2:1][CH2:1]CNC1
C1CCCNCCC1 C1CC[CH2:1][CH2:1][NH:1]CC1
C1CCCNCCC1 C1CC[CH2:1][NH:1][CH2:1][CH2:1]C1
C1CCCNCCC1 C1CNCCC[CH2:1]C1
C1CCCNCCC1 C1CNCC[CH2:1][CH2:1]C1
C1CCCNCCCCCCNCC1 C1CCCNC[CH2:1]CCCCNCC1
C1CCCNCCCCCCOCCC1 C1CCCOCC[CH2:1]CCCCNCC1
C1CCCNCCCCCCOCCCNCCCC[SH+]CCC1 C1CCCN[CH2:1]CCCCCOCCCNCCCC[SH+]CCC1
C1CCCNCCCCCCOCCCNCCCSCCC1 C1CCCN[CH2:1]CCCCCOCCCNCCCSCCC1
C1CCCNCCCCCCSSCCC1 C1CCCN[CH2:1]CCCCCSSCCC1
C1CCCNCCCCCCSSCCC1 C1CCCSSCCCCC[CH2:1]CNCC1
C1CCCNCCCCCCSSCCC1 C1CCSSCCCCC[CH2:1][NH:1][CH2:1][CH2:1]CC1
C1CCCNCCCCCNCC1 C1CCCNC[CH2:1]CCCNCC1
C1CCCNCCCCCNCC1 C1CCCN[CH2:1]CCCCNCC1
C1CCCNCCCCCNCC1 C1CCNCCCC[CH2:1]CNCC1
C1CCCNCCCCNCC1 C1CCCN[CH2:1]CCCNCC1
C1CCCNCCCCNCCC1 C1CCNCCCCNC[CH2:1]CC1
C1CCCNCCCNCC1 C1CC[CH2:1]CNCCCNC1
C1CCCNCCCNCCC1 C1CCCNCC[CH2:1]NCCC1
C1CCCNCCCNCCC1 C1CCCNC[CH2:1]CNCCC1
C1CCCNCCCNCCC1 C1CCCNC[CH2:1][CH2:1]NCCC1
C1CCCNCCCNCCC1 C1CCC[CH2:1]NCCCNCC1
C1CCCNCCCNCCNCCNCCC1 C1CCCNCCNCCN[CH2:1]CCNCCC1
C1CCCNCCCNCCNCCNCCC1 C1CCNCCCNCCNCCNC[CH2:1]CC1
C1CCCNCCCNCCNCCNCCC1 C1CNCCC[CH2:1]CCCNCCNCCNC1
C1CCCNCCCOCCC1 C1CCCNC[CH2:1]COCCC1
C1CCCNCCCOCCC1 C1CCCN[CH2:1]CCOCCC1
C1CCCNCCCOCCC1 C1CCCN[CH2:1][CH2:1]COCCC1
C1CCCNCCCOCCSSCCC1 C1CCCN[CH2:1]CCOCCSSCCC1
C1CCCNCCCOCCSSCCC1 C1CCSSCCOCCCNC[CH2:1]CC1
C1CCCNCCCOCCSSCCC1 C1CCSSCCOCC[CH2:1][NH:1][CH2:1][CH2:1]CC1
C1CCCNCCNCC1 C1CCCN[CH2:1]CNCC1
C1CCCNCCNCC1 C1CCC[NH:1]CCNCC1
C1CCCNCCNCC1 C1CCNCCN[CH2:1]CC1
C1CCCNCCNCCC1 C1CCCNC[CH2:1]NCCC1
C1CCCNCCNCCCCCCNCC1 C1CCCNC[CH2:1]NCCCCCCNCC1
C1CCCNCCNCCCCNCC1 C1CCCNCCN[CH2:1]CCCNCC1
C1CCCNCCNCCCNCC1 C1CCCNCC[CH2:1]NCCNCC1
C1CCCNCCNCCCNCC1 C1CCCN[CH2:1]CNCCCNCC1
C1CCCNCCNCCCNCC1 C1CC[CH2:1]CNCCNCCCNC1
C1CCCNCCNCCCNCCNCC1 C1CCCNCCN[CH2:1]CCNCCNCC1
C1CCCNCCNCCNCC1 C1CCCNC[CH2:1]NCCNCC1
C1CCCNCCNCCNCC1 C1CCCN[CH2:1]CNCCNCC1
C1CCCNCCNCCNCC1 C1CC[CH2:1]CNCCNCCNC1
C1CCCNCCNCCNCCC1 C1CCCNCCNCC[NH:1]CCC1
C1CCCNCCNCCNCCC1 C1CCCNCCNC[CH2:1]NCCC1
C1CCCNCCNCCNCCC1 C1CCCNCC[NH:1]CCNCCC1
C1CCCNCCNCCNCCC1 C1CCNCCNCCNC[CH2:1]CC1
C1CCCNCCNCCNCCC1 C1CNCCNCCNCCC[CH2:1]C1
C1CCCNCCNCCNCCCCCNCCCCNCC1 C1CCCNCCNCCN[CH2:1]CCCCNCCCCNCC1
C1CCCNCCNCCNCCCNCC1 C1CCCNCC[CH2:1]NCCNCCNCC1
C1CCCNCCNCCNCCCNCC1 C1CCCN[CH2:1]CNCCNCCCNCC1
C1CCCNCCNCCNCCCNCC1 C1CC[CH2:1]CNCCNCCNCCCNC1
C1CCCNCCNCCNCCCNCCCCNCC1 C1CCCN[CH2:1]CNCCNCCCNCCCCNCC1
C1CCCNCCNCCNCCNCC1 C1CCCNCCN[CH2:1]CNCCNCC1
C1CCCNCCNCCNCCNCC1 C1CCCNC[CH2:1]NCCNCCNCC1
C1CCCNCCNCCNCCNCC1 C1CCCN[CH2:1]CNCCNCCNCC1
C1CCCNCCNCCNCCNCC1 C1CC[CH2:1]CNCCNCCNCCNC1
C1CCCNCCNCCNCCNCCC1 C1CCCNCCNCCNC[CH2:1]NCCC1
C1CCCNCCNCCNCCNCCC1 C1CCCNCCNCCN[CH2:1]CNCCC1
C1CCCNCCNCCNCCNCCCCNCC1 C1CCCNCCNCCNC[CH2:1]NCCCCNCC1
C1CCCNCCNCCNCCNCCCCNCC1 C1CCCN[CH2:1]CNCCNCCNCCCCNCC1
C1CCCNCCNCCNCCNCCCCNCC1 C1CCNC[CH2:1]CCCCNCCNCCNCCNC1
C1CCCNCCNCCNCCNCCNCC1 C1CCCNCCNC[CH2:1]NCCNCCNCC1
C1CCCNCCNCCNCCNCCNCC1 C1CCCNCCN[CH2:1]CNCCNCCNCC1
C1CCCNCCNCCNCCNCCNCC1 C1CCNCCNCCNCCNCCN[CH2:1]CC1
C1CCCNCCNCCNCCNCCNCC1 C1CC[CH2:1]CNCCNCCNCCNCCNC1
C1CCCNCCNCCNCCNCCNCCC1 C1CCCNCCNCCNCCN[CH2:1]CNCCC1
C1CCCNCCNCCNCCNCCNCCC1 C1CCCNCCNCCNC[CH2:1]NCCNCCC1
C1CCCNCCNCCNCCNCCNCCC1 C1CCCNCCNCCN[CH2:1]CNCCNCCC1
C1CCCNCCNCCNCCNCCNCCCNCC1 C1CCCNCCNCCNC[CH2:1]NCCNCCCNCC1
C1CCCNCCNCCNCCNCCNCCCNCC1 C1CCCNCCN[CH2:1]CNCCNCCNCCCNCC1
C1CCCNCCNCCNCCNCCNCCNCCC1 C1CCCNCCNCCNCCNCCN[CH2:1]CNCCC1
C1CCCNCCNCCNCCNCCNCCNCCC1 C1CCCNCCNCCNCCNC[CH2:1]NCCNCCC1
C1CCCNCCNCCNCCNCCNCCNCCNCC1 C1CCCNCCNCC[NH:1]CCNCCNCCNCCNCC1
C1CCCNCCNCNCCNCCNCC1 C1CCCNC[CH2:1]NCNCCNCCNCC1
C1CCCNCCOCCC1 C1CCCOCC[NH:1]CCC1
C1CCCNCCSCCCCOCCC1 C1CCCN[CH2:1]CSCCCCOCCC1
C1CCCNCCSSCCCNCC1 C1CCCNC[CH2:1]CSSCCNCC1
C1CCCNCCSSCCCNCC1 C1CC[CH2:1]CNCCSSCCCNC1
C1CCCNCNCCCCCCCNCNCCC1 C1CCCNCNCCCCCCC[NH:1]CNCCC1
C1CCCNCNCCCCCCCNCNCCC1 C1CCCNCNCCCCCCC[NH:1][CH2:1][NH:1]CCC1
C1CCCNCNCCCCCNCCNCC1 C1CCCNCNCCCC[CH2:1]NCCNCC1
C1CCCNCNCCCCNCCNCC1 C1CCCNCNCCC[CH2:1]NCCNCC1
C1CCCNCNCCCNCCNCC1 C1CCCNCNCC[CH2:1]NCCNCC1
C1CCCNCNCCNCCNCC1 C1CCCNCNC[CH2:1]NCCNCC1
C1CCCNNCC1 C1CCC[NH:1]NCC1
C1CCCNNCC1 C1CCC[NH:1][NH:1]CC1
C1CCCNNCC1 C1CCNN[CH2:1]CC1
C1CCCNSCCOCCC1 C1CCCNSC[CH2:1]OCCC1
C1CCCNSCCOCCC1 C1CCCNS[CH2:1]COCCC1
C1CCCNSCCOCCC1 C1CCCNS[CH2:1][CH2:1]OCCC1
C1CCCNSOCCOCNCC1 C1CCC[NH:1]COCCOSNCC1
C1CCCNSOCCOCNCC1 C1CCNSOCCOCN[CH2:1]CC1
C1CCCNSOCCOCNCC1 C1CCNSOCCOC[NH:1][CH2:1]CC1
C1CCCOCC1 C1CCO[CH2:1]CC1
C1CCCOCC1 C1CC[CH2:1]COC1
C1CCCOCC1 C1CC[CH2:1][CH2:1]OC1
C1CCCOCC1 C1CC[CH2:1][O:1][CH2:1]C1
C1CCCOCC1 C1COCC[CH2:1]C1
C1CCCOCC1 C1COC[CH2:1][CH2:1]C1
C1CCCOCC1 C1C[CH2:1][CH2:1]CCO1
C1CCCOCC1 C1C[CH2:1][CH2:1][O:1][CH2:1]C1
C1CCCOCCC1 C1CCC[CH2:1]OCC1
C1CCCOCCC1 C1CCOC[CH2:1]CC1
C1CCCOCCC1 C1CCO[CH2:1][CH2:1]CC1
C1CCCOCCC1 C1CC[CH2:1]CCOC1
C1CCCOCCC1 C1CC[CH2:1][CH2:1]COC1
C1CCCOCCC1 C1CC[CH2:1][CH2:1][CH2:1]OC1
C1CCCOCCC1 C1CC[CH2:1][O:1][CH2:1]CC1
C1CCCOCCC1 C1COCCC[CH2:1]C1
C1CCCOCCC1 C1COCC[CH2:1][CH2:1]C1
C1CCCOCCC1 C1CO[CH2:1][CH2:1][CH2:1][CH2:1]C1
C1CCCOCCCCCCCOCCC1 C1CCCOCCCCCC[CH2:1]OCCC1
C1CCCOCCCCCCCOCCC1 C1CCCOCCCCC[CH2:1]COCCC1
C1CCCOCCCCCNCC1 C1CCCOCCCC[CH2:1]NCC1
C1CCCOCCCCCOCC1 C1CCCO[CH2:1]CCCCOCC1
C1CCCOCCCCCOCC1 C1CCOCCCC[CH2:1]COCC1
C1CCCOCCCCCOCC1 C1CCOCCC[CH2:1]CCOCC1
C1CCCOCCCCNCC1 C1CCCOC[CH2:1]CCNCC1
C1CCCOCCCCNCC1 C1CCCO[CH2:1]CCCNCC1
C1CCCOCCCCNCC1 C1CCCO[CH2:1][CH2:1]CCNCC1
C1CCCOCCCCOCC1 C1CCCOC[CH2:1]CCOCC1
C1CCCOCCCCOCC1 C1CCCO[CH2:1]CCCOCC1
C1CCCOCCCCOCC1 C1CCCO[CH2:1][CH2:1]CCOCC1
C1CCCOCCCCOCC1 C1CCOCC[CH2:1]CCCOC1
C1CCCOCCCCOCC1 C1CCOC[CH2:1]CCCCOC1
C1CCCOCCCCOCCC1 C1CCCOCCC[CH2:1]OCCC1
C1CCCOCCCCOCCC1 C1CCC[CH2:1]OCCCCOCC1
C1CCCOCCCCSCCNCC1 C1CCCOCCCCSC[CH2:1]NCC1
C1CCCOCCCNCC1 C1CCCOC[CH2:1]CNCC1
C1CCCOCCCNCC1 C1CCCO[CH2:1]CCNCC1
C1CCCOCCCNCCNCCNCNCC1 C1CCCOCCCN[CH2:1]CNCCNCNCC1
C1CCCOCCCNCCOCCC1 C1CCOCCCNCCOC[CH2:1]CC1
C1CCCOCCCNCNCNCC1 C1CCC[NH:1]CNCNCCCOCC1
C1CCCOCCCOCC1 C1CCCO[CH2:1]CCOCC1
C1CCCOCCCOCC1 C1CCOCCCO[CH2:1]CC1
C1CCCOCCCOCC1 C1CC[CH2:1]COCCCOC1
C1CCCOCCCOCC1 C1COCCC[CH2:1]CCOC1
C1CCCOCCCOCCC1 C1CCCOCC[CH2:1]OCCC1
C1CCCOCCCOCCC1 C1CCC[CH2:1]OCCCOCC1
C1CCCOCCCOCCC1 C1CCC[CH2:1][O:1][CH2:1]CCOCC1
C1CCCOCCCOCCOCCC1 C1CCCOCCO[CH2:1]CCOCCC1
C1CCCOCCNCCNCCNCC1 C1CCCOCCNC[CH2:1]NCCNCC1
C1CCCOCCNCCNCNCCOCCC1 C1CCCOCCNCNCCNC[CH2:1]OCCC1
C1CCCOCCNCCNCNCCOCCC1 C1CCCOCCNCNCC[NH:1]CCOCCC1
C1CCCOCCNCCNCNCCOCCC1 C1CCCOCCNCNCC[NH:1][CH2:1][CH2:1]OCCC1
C1CCCOCCOCCC1 C1CCCOC[CH2:1]OCCC1
C1CCCOCCOCCC1 C1CCC[CH2:1]OCCOCC1
C1CCCOCCOCCC1 C1CCC[CH2:1][O:1][CH2:1]COCC1
C1CCCOCCSNCC1 C1CCCOC[CH2:1]SNCC1
C1CCCOCCSNCC1 C1CCCO[CH2:1]CSNCC1
C1CCCOCCSNCC1 C1CCCO[CH2:1][CH2:1]SNCC1
C1CCCOCNCCCCCNCC1 C1CCCOCNCCCC[CH2:1]NCC1
C1CCCOCNCCCCCNCC1 C1CCCO[CH2:1]NCCCCCNCC1
C1CCCOCNCCCCCNCC1 C1CCNCOCCCC[CH2:1]CNCC1
C1CCCOCOCC1 C1CCCO[CH2:1]OCC1
C1CCCOCOCC1 C1CC[CH2:1]COCOC1
C1CCCOCOCCOCC1 C1CCCO[CH2:1]COCOCC1
C1CCCOCOCCOCC1 C1CC[CH2:1]COCOCCOC1
C1CCCONCC1 C1CCC[NH:1]OCC1
C1CCCONCC1 C1CCNO[CH2:1]CC1
C1CCCONCC1 C1CCON[CH2:1]CC1
C1CCCONCC1 C1CCO[NH:1][CH2:1]CC1
C1CCCOOCC1 C1CCOO[CH2:1]CC1
C1CCCOOCOOCC1 C1CCCOO[CH2:1]OOCC1
C1CCCPCC1 C1CPCC[CH2:1]C1
C1CCCPCCC1 C1CPCCC[CH2:1]C1
C1CCCSCC1 C1CCC[S:1]CC1
C1CCCSCC1 C1CCS[CH2:1]CC1
C1CCCSCC1 C1CC[CH2:1]CSC1
C1CCCSCC1 C1CC[CH2:1][CH2:1]SC1
C1CCCSCC1 C1CSCC[CH2:1]C1
C1CCCSCC1 C1CSC[CH2:1][CH2:1]C1
C1CCCSCC1 C1C[CH2:1][CH2:1]CCS1
C1CCCSCCC1 C1CC[CH2:1]CCSC1
C1CCCSCCCCCCCSCCC1 C1CCCSCCC[CH2:1]CCCSCCC1
C1CCCSCCNCCNCC1 C1CCCSC[CH2:1]NCCNCC1
C1CCCSCCNCCNCCCSCC1 C1CCCSC[CH2:1]NCCNCCCSCC1
C1CCC[NH+]=[NH+]CC1 C1CC[CH2:1]C[NH+]=[NH+]C1
C1CCC[NH+]=[NH+]CC1 C1CC[CH2:1][CH2:1][NH+]=[NH+]C1
C1CCC[NH+]=[NH+]CC1 C1CC[NH+]=[NH+][CH2:1]CC1
C1CCC[NH2+]CC1 C1CCC[NH2+:1]CC1
C1CCC[NH2+]CC1 C1CC[CH2:1]C[NH2+]C1
C1CCC[NH2+]CC1 C1CC[CH2:1][NH2+:1]CC1
C1CCC[NH2+]CC1 C1CC[NH2+][CH2:1]CC1
C1CCC[NH2+]CC1 C1C[NH2+]CC[CH2:1]C1
C1CCC[NH2+]CCC1 C1CCC[NH2+:1]CCC1
C1CCC[NH2+]CCC1 C1CC[CH2:1]CC[NH2+]C1
C1CCC[NH2+]CCCCCNCNCCCCC[NH2+]CC1 C1CCC[NH2+:1]CCCCCNCNCCCCC[NH2+]CC1
C1CCC[PH2+]CC1 C1C[PH2+]CC[CH2:1]C1
C1CCC[SH+]CC1 C1CC[CH2:1]C[SH+]C1
C1CCC[SH+]CC1 C1CC[CH2:1][CH2:1][SH+]C1
C1CCC[SH+]CC1 C1CC[SH+][CH2:1]CC1
C1CCC[SH+]CC1 C1C[SH+]CC[CH2:1]C1
C1CCN=NC1 C1CN=N[CH2:1]C1
C1CCN=NC1 C1C[CH2:1]CN=N1
C1CCN=NC1 C1C[CH2:1][CH2:1]N=N1
C1CCN=NC1 C1N=NC[CH2:1][CH2:1]1
C1CCN=[NH+]CC1 C1CC[CH2:1]N=[NH+]C1
C1CCN=[NH+]CC1 C1C[NH+]=NC[CH2:1]C1
C1CCN=[NH+]CC1 C1C[NH+]=N[CH2:1][CH2:1]C1
C1CCNC1 C1CC[NH:1]C1
C1CCNC1 C1CN[CH2:1]C1
C1CCNC1 C1C[CH2:1]CN1
C1CCNC1 C1C[CH2:1][CH2:1]N1
C1CCNC1 C1C[CH2:1][NH:1]C1
C1CCNC1 C1C[CH2:1][NH:1][CH2:1]1
C1CCNC1 C1C[NH:1][CH2:1][CH2:1]1
C1CCNC1 C1NC[CH2:1][CH2:1]1
C1CCNC1 C1N[CH2:1][CH2:1][CH2:1]1
C1CCNC1 C1[CH2:1][CH2:1][NH:1][CH2:1]1
C1CCNCC1 C1CC[CH2:1]NC1
C1CCNCC1 C1CC[NH:1]CC1
C1CCNCC1 C1CC[NH:1][CH2:1]C1
C1CCNCC1 C1CNC[CH2:1]C1
C1CCNCC1 C1CN[CH2:1][CH2:1]C1
C1CCNCC1 C1C[CH2:1]CCN1
C1CCNCC1 C1C[CH2:1][CH2:1]CN1
C1CCNCC1 C1C[CH2:1][CH2:1][CH2:1]N1
C1CCNCC1 C1C[CH2:1][CH2:1][NH:1]C1
C1CCNCC1 C1C[CH2:1][NH:1][CH2:1]C1
C1CCNCC1 C1C[CH2:1][NH:1][CH2:1][CH2:1]1
C1CCNCC1 C1NC[CH2:1][CH2:1][CH2:1]1
C1CCNCC1 C1[CH2:1][CH2:1][NH:1][CH2:1][CH2:1]1
C1CCNCCCCCNCC1 C1CCNCCCCC[NH:1]CC1
C1CCNCCCCCNCC1 C1CCNCCCC[CH2:1]NCC1
C1CCNCCCCCNCCNCC1 C1CCNCCCC[CH2:1]NCCNCC1
C1CCNCCCCCNCCNCCNCC1 C1CCNCCCCCN[CH2:1]CNCCNCC1
C1CCNCCCCCNCCNCCNCCNCC1 C1CCNCCNCCNCCNCCC[CH2:1]CNCC1
C1CCNCCCCNCC1 C1CCNCCC[CH2:1]NCC1
C1CCNCCCCNCCCCCNCCCCNCCCCCNCCCCNCC1 C1CCNCCCCNCCCCCNCCC[CH2:1]NCCCCCNCCCCNCC1
C1CCNCCCCNCCCCCNCCCCNCCCCNCCCCNCC1 C1CCNCCCCNCCCCNCCCCNCCCCCN[CH2:1]CCCNCC1
C1CCNCCCCNCCNCC1 C1CCNCCCCNCC[NH:1]CC1
C1CCNCCCCNCCNCC1 C1CCNCCCCNC[CH2:1]NCC1
C1CCNCCCCNCCNCC1 C1CCNCCC[CH2:1]NCCNCC1
C1CCNCCCCNCCNCCCCCOCC1 C1CCNCCCCNCCNC[CH2:1]CCCOCC1
C1CCNCCCCNCCNCCNCC1 C1CCNCCNCCNC[CH2:1]CCNCC1
C1CCNCCCCNCCNCCNCCNCC1 C1CCNCCCCNCCN[CH2:1]CNCCNCC1
C1CCNCCCCNCCNCCNCCNCC1 C1CCNCCNCCNCCNCC[CH2:1]CNCC1
C1CCNCCCCNCCNCCNCCNCC1 C1CCNCCNCCNCCN[CH2:1]CCCCNC1
C1CCNCCCCNCCNCCNCCNCCNCC1 C1CCNCCCCNCCNCCN[CH2:1]CNCCNCC1
C1CCNCCCCNCCNCCNCCNCCNCC1 C1CCNCCCCNCCN[CH2:1]CNCCNCCNCC1
C1CCNCCCCNCCNCCNCCNCCNCC1 C1CCNCCCCN[CH2:1]CNCCNCCNCCNCC1
C1CCNCCCCOCC1 C1CCNCCC[CH2:1]OCC1
C1CCNCCCCOCC1 C1CCNCC[CH2:1]COCC1
C1CCNCCCCOCC1 C1CCNCC[CH2:1][CH2:1]OCC1
C1CCNCCCNC1 C1CCNC[CH2:1]CNC1
C1CCNCCCNC1 C1CCN[CH2:1]CCNC1
C1CCNCCCNC1 C1CC[NH:1]CCCNC1
C1CCNCCCNC1 C1CC[NH:1][CH2:1]CCNC1
C1CCNCCCNC1 C1CNCC[CH2:1]CNC1
C1CCNCCCNCCCNC1 C1CCNCC[CH2:1]NCCCNC1
C1CCNCCCNCCCNC1 C1CNCCCN[CH2:1]CCCNC1
C1CCNCCCNCCCNCC1 C1CCNCCC[NH:1]CCCNCC1
C1CCNCCCNCCCNCCCCNC1 C1CCNCCCNCC[CH2:1]NCCCCNC1
C1CCNCCCNCCCNCCCNC1 C1CCNCCCN[CH2:1]CCNCCCNC1
C1CCNCCCNCCCNCCCNCC1 C1CCNCCCNCC[CH2:1]NCCCNCC1
C1CCNCCCNCCCOCC1 C1CCNCCC[NH:1]CCCOCC1
C1CCNCCCNCCCOCC1 C1CCNC[CH2:1]CNCCCOCC1
C1CCNCCCNCCCOCC1 C1CCOCCCNCCC[NH:1]CC1
C1CCNCCCNCCNCC1 C1CCNCCCNCC[NH:1]CC1
C1CCNCCCNCCNCC1 C1CCNCCCNC[CH2:1]NCC1
C1CCNCCCNCCNCC1 C1CCNCCCN[CH2:1]CNCC1
C1CCNCCCNCCNCC1 C1CCNCCN[CH2:1]CCNCC1
C1CCNCCCNCCNCCNCC1 C1CCNCCCNCCN[CH2:1]CNCC1
C1CCNCCCNCCNCCNCC1 C1CCNCCCN[CH2:1]CNCCNCC1
C1CCNCCCNCCNCCNCC1 C1CC[CH2:1]NCCNCCNCCCNC1
C1CCNCCCNCCNCCNCCCNC1 C1CCNCCCN[CH2:1]CNCCNCCCNC1
C1CCNCCCNCCNCCNCCCNC1 C1CCNCC[CH2:1]NCCNCCNCCCNC1
C1CCNCCCNCCNCCNCCNCC1 C1CCNCCCNCCNCCNC[CH2:1]NCC1
C1CCNCCCOCC1 C1CCNCC[CH2:1]OCC1
C1CCNCCCOCCCCNC1 C1CCOCCCN[CH2:1]CCCNC1
C1CCNCCCOCCCCOCCCCNC1 C1CCNCCCO[CH2:1]CCCOCCCCNC1
C1CCNCCCOCCCNC1 C1CNCCC[CH2:1]NCCCOC1
C1CCNCCCOCCCNC1 C1CNCC[CH2:1]CNCCCOC1
C1CCNCCCOCCCNC1 C1CNC[CH2:1][CH2:1][CH2:1]NCCCOC1
C1CCNCCCOCCCNCC1 C1CNCC[CH2:1]CCNCCCOC1
C1CCNCCCOCCCOCC1 C1CNC[CH2:1]CCCOCCCOC1
C1CCNCCCOCCNCC1 C1CC[CH2:1]NCCCOCCNC1
C1CCNCCCOCCNCC1 C1CNC[CH2:1]CCCNCCOC1
C1CCNCCCOCCOCC1 C1CCNCCCO[CH2:1]COCC1
C1CCNCCCOCCOCC1 C1CNC[CH2:1]CCCOCCOC1
C1CCNCCCOCCOCCCNC1 C1CCNCCCO[CH2:1]COCCCNC1
C1CCNCCCOCCOCCCNC1 C1CCNCC[CH2:1]OCCOCCCNC1
C1CCNCCCOCCOCCCNC1 C1CCNCC[CH2:1][O:1][CH2:1]COCCCNC1
C1CCNCCCSCCCNC1 C1CCNC[CH2:1]CSCCCNC1
C1CCNCCCSSCCNCC1 C1CCNCCCSSC[CH2:1]NCC1
C1CCNCCCSSCCNCC1 C1CCNCCSSC[CH2:1]CNCC1
C1CCNCCNC1 C1CCN[CH2:1]CNC1
C1CCNCCNC1 C1CC[NH:1]CCNC1
C1CCNCCNC1 C1CC[NH:1][CH2:1]CNC1
C1CCNCCNC1 C1CNCCN[CH2:1]C1
C1CCNCCNC1 C1CNC[CH2:1]CCN1
C1CCNCCNC1 C1CNC[CH2:1][CH2:1]CN1
C1CCNCCNC1 C1CN[CH2:1][CH2:1]CCN1
C1CCNCCNCC1 C1CCNCC[NH:1]CC1
C1CCNCCNCC1 C1CCNC[CH2:1]NCC1
C1CCNCCNCC1 C1CC[CH2:1]NCCNC1
C1CCNCCNCC1 C1CC[CH2:1][NH:1]CCNC1
C1CCNCCNCC1 C1CNCCNC[CH2:1]C1
C1CCNCCNCC1 C1CNCCN[CH2:1][CH2:1]C1
C1CCNCCNCC1 C1CNCC[CH2:1]CCN1
C1CCNCCNCCCCCNCNCC1 C1CCNCCN[CH2:1]CCCCNCNCC1
C1CCNCCNCCCCCOCC1 C1CCNCCNC[CH2:1]CCCOCC1
C1CCNCCNCCCCCOCC1 C1CCNCCN[CH2:1]CCCCOCC1
C1CCNCCNCCCCCOCNCC1 C1CCNCCN[CH2:1]CCCCNCOCC1
C1CCNCCNCCCCNCCCCOCC1 C1CCNCCNC[CH2:1]CCCOCCCCNC1
C1CCNCCNCCCCNCCCCOCC1 C1CCN[CH2:1]CNCCCCNCCCCOCC1
C1CCNCCNCCCCNCCCOCC1 C1CCN[CH2:1]CNCCCCNCCCOCC1
C1CCNCCNCCCCNCCOCC1 C1CCNCCNCCC[CH2:1]NCCOCC1
C1CCNCCNCCCCNCCOCC1 C1CCN[CH2:1]CNCCCCNCCOCC1
C1CCNCCNCCCCNCNCCCCNC1 C1CCNCCNCCCCN[CH2:1]NCCCCNC1
C1CCNCCNCCCNC1 C1CCNCC[CH2:1]NCCNC1
C1CCNCCNCCCNCCNCC1 C1CCNCCNCC[CH2:1]NCCNCC1
C1CCNCCNCCCNCNCC1 C1CCNCCN[CH2:1]CCNCNCC1
C1CCNCCNCCCNCNCC1 C1CC[CH2:1]NCCNCCCNCNC1
C1CCNCCNCCCSSCCCNCCNCCCNC1 C1CCNCCNC[CH2:1]CSSCCCNCCNCCCNC1
C1CCNCCNCCNC1 C1CNCCNCCN[CH2:1]C1
C1CCNCCNCCNCC1 C1CCNCCNCC[NH:1]CC1
C1CCNCCNCCNCC1 C1CCNCCNC[CH2:1]NCC1
